,cuecolor,framecolor,orientation,stimulus,cueFileName,stimFileName,display,cocoa,cue0FileName
31,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,0,blueblackhori.png
32,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,0,blueblackhori.png
33,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,0,redblackhori.png
34,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,0,blueblackhori.png
35,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,0,redblackhori.png
36,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,0,blueblackhori.png
37,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,0,redblackvert.png
38,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,0,redblackhori.png
39,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,0,redblackhori.png
40,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,0,redblackvert.png
41,red,black,vert,4,redblackvert.png,redblackvert4.png,trial,0,redblackvert.png
42,blue,black,hori,3,blueblackhori.png,blueblackhori3.png,trial,0,blueblackhori.png
43,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,0,blueblackhori.png
44,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,0,blueblackhori.png
45,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,0,blueblackhori.png
46,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,0,blueblackvert.png
47,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,0,blueblackvert.png
48,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,0,redblackvert.png
49,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,0,blueblackvert.png
50,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,0,blueblackhori.png
51,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,0,redblackvert.png
52,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,0,redblackhori.png
53,red,black,hori,9,redblackhori.png,redblackhori9.png,trial,0,redblackhori.png
54,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,0,blueblackvert.png
55,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,0,blueblackvert.png
56,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,0,redblackvert.png
57,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,0,blueblackvert.png
58,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,0,redblackvert.png
59,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,0,blueblackhori.png
60,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,0,blueblackvert.png
61,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,0,redblackvert.png
62,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,0,blueblackvert.png
63,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,0,redblackhori.png
64,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,0,blueblackvert.png
65,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,0,redblackhori.png
66,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,0,blueblackvert.png
67,red,black,hori,6,redblackhori.png,redblackhori6.png,trial,0,redblackhori.png
68,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,0,blueblackhori.png
69,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,0,redblackvert.png
70,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,0,blueblackhori.png
71,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,0,blueblackvert.png
72,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,0,blueblackvert.png
73,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,0,redblackvert.png
74,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,0,blueblackvert.png
75,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,0,blueblackhori.png
76,blue,black,vert,1,blueblackvert.png,blueblackvert1.png,trial,0,blueblackvert.png
77,blue,black,hori,8,blueblackhori.png,blueblackhori8.png,trial,0,blueblackhori.png
78,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,0,redblackvert.png
79,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,0,blueblackhori.png
80,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,0,blueblackvert.png
81,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,0,redblackhori.png
82,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,0,redblackvert.png
83,red,black,hori,8,redblackhori.png,redblackhori8.png,trial,0,redblackhori.png
84,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,0,redblackhori.png
85,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,0,redblackvert.png
86,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,0,redblackvert.png
87,red,black,vert,9,redblackvert.png,redblackvert9.png,trial,0,redblackvert.png
88,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,0,blueblackvert.png
89,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,0,blueblackvert.png
90,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,0,blueblackvert.png
91,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,0,blueblackvert.png
92,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,0,blueblackvert.png
93,blue,black,hori,1,blueblackhori.png,blueblackhori1.png,trial,0,blueblackhori.png
94,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,0,redblackhori.png
95,red,black,vert,2,redblackvert.png,redblackvert2.png,trial,0,redblackvert.png
96,,,,,,,break,,
0,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,300,blackblackvert.png
1,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,300,blackblackhori.png
2,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,300,blackblackvert.png
3,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,300,blackblackvert.png
4,red,black,hori,6,redblackhori.png,redblackhori6.png,trial,300,blackblackhori.png
5,red,black,hori,1,redblackhori.png,redblackhori1.png,trial,300,blackblackhori.png
6,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,300,blackblackvert.png
7,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,300,blackblackvert.png
8,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,300,blackblackvert.png
9,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,300,blackblackvert.png
10,blue,black,hori,3,blueblackhori.png,blueblackhori3.png,trial,300,blackblackhori.png
11,red,black,vert,2,redblackvert.png,redblackvert2.png,trial,300,blackblackvert.png
12,red,black,vert,4,redblackvert.png,redblackvert4.png,trial,300,blackblackvert.png
13,red,black,vert,2,redblackvert.png,redblackvert2.png,trial,300,blackblackvert.png
14,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,300,blackblackvert.png
15,red,black,vert,2,redblackvert.png,redblackvert2.png,trial,300,blackblackvert.png
16,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,300,blackblackvert.png
17,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,300,blackblackvert.png
18,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,300,blackblackhori.png
19,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,300,blackblackhori.png
20,blue,black,vert,1,blueblackvert.png,blueblackvert1.png,trial,300,blackblackvert.png
21,red,black,hori,6,redblackhori.png,redblackhori6.png,trial,300,blackblackhori.png
22,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,300,blackblackhori.png
23,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,300,blackblackhori.png
24,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,300,blackblackhori.png
25,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,300,blackblackhori.png
26,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,300,blackblackhori.png
27,red,black,vert,9,redblackvert.png,redblackvert9.png,trial,300,blackblackvert.png
28,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,300,blackblackhori.png
29,red,black,hori,1,redblackhori.png,redblackhori1.png,trial,300,blackblackhori.png
30,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,300,blackblackvert.png
31,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,300,blackblackhori.png
32,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,300,blackblackvert.png
33,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,300,blackblackvert.png
34,blue,black,hori,3,blueblackhori.png,blueblackhori3.png,trial,300,blackblackhori.png
35,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,300,blackblackhori.png
36,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,300,blackblackhori.png
37,red,black,vert,9,redblackvert.png,redblackvert9.png,trial,300,blackblackvert.png
38,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,300,blackblackvert.png
39,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,300,blackblackhori.png
40,red,black,hori,9,redblackhori.png,redblackhori9.png,trial,300,blackblackhori.png
41,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,300,blackblackhori.png
42,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,300,blackblackhori.png
43,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,300,blackblackvert.png
44,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,300,blackblackhori.png
45,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,300,blackblackvert.png
46,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,300,blackblackvert.png
47,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,300,blackblackvert.png
48,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,300,blackblackvert.png
49,red,black,hori,8,redblackhori.png,redblackhori8.png,trial,300,blackblackhori.png
50,blue,black,hori,1,blueblackhori.png,blueblackhori1.png,trial,300,blackblackhori.png
51,red,black,vert,9,redblackvert.png,redblackvert9.png,trial,300,blackblackvert.png
52,red,black,vert,4,redblackvert.png,redblackvert4.png,trial,300,blackblackvert.png
53,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,300,blackblackvert.png
54,red,black,hori,9,redblackhori.png,redblackhori9.png,trial,300,blackblackhori.png
55,red,black,hori,6,redblackhori.png,redblackhori6.png,trial,300,blackblackhori.png
56,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,300,blackblackhori.png
57,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,300,blackblackvert.png
58,red,black,hori,8,redblackhori.png,redblackhori8.png,trial,300,blackblackhori.png
59,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,300,blackblackhori.png
60,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,300,blackblackvert.png
61,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,300,blackblackhori.png
62,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,300,blackblackhori.png
63,blue,black,hori,3,blueblackhori.png,blueblackhori3.png,trial,300,blackblackhori.png
64,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,300,blackblackvert.png
65,red,black,hori,1,redblackhori.png,redblackhori1.png,trial,300,blackblackhori.png
66,blue,black,hori,8,blueblackhori.png,blueblackhori8.png,trial,300,blackblackhori.png
67,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,300,blackblackvert.png
68,blue,black,hori,1,blueblackhori.png,blueblackhori1.png,trial,300,blackblackhori.png
69,blue,black,hori,8,blueblackhori.png,blueblackhori8.png,trial,300,blackblackhori.png
70,blue,black,vert,1,blueblackvert.png,blueblackvert1.png,trial,300,blackblackvert.png
71,red,black,hori,8,redblackhori.png,redblackhori8.png,trial,300,blackblackhori.png
72,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,300,blackblackvert.png
73,blue,black,hori,8,blueblackhori.png,blueblackhori8.png,trial,300,blackblackhori.png
74,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,300,blackblackhori.png
75,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,300,blackblackhori.png
76,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,300,blackblackvert.png
77,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,300,blackblackvert.png
78,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,300,blackblackvert.png
79,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,300,blackblackhori.png
80,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,300,blackblackvert.png
81,red,black,vert,4,redblackvert.png,redblackvert4.png,trial,300,blackblackvert.png
82,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,300,blackblackvert.png
83,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,300,blackblackvert.png
84,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,300,blackblackvert.png
85,blue,black,hori,1,blueblackhori.png,blueblackhori1.png,trial,300,blackblackhori.png
86,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,300,blackblackvert.png
87,red,black,hori,9,redblackhori.png,redblackhori9.png,trial,300,blackblackhori.png
88,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,300,blackblackvert.png
89,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,300,blackblackhori.png
90,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,300,blackblackvert.png
91,blue,black,vert,1,blueblackvert.png,blueblackvert1.png,trial,300,blackblackvert.png
92,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,300,blackblackhori.png
93,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,300,blackblackvert.png
94,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,300,blackblackhori.png
95,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,300,blackblackhori.png
96,,,,,,,break,,
0,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,0,redblackhori.png
1,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,0,redblackhori.png
2,blue,black,vert,1,blueblackvert.png,blueblackvert1.png,trial,0,blueblackvert.png
3,blue,black,hori,8,blueblackhori.png,blueblackhori8.png,trial,0,blueblackhori.png
4,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,0,blueblackvert.png
5,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,0,blueblackhori.png
6,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,0,redblackvert.png
7,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,0,blueblackvert.png
8,blue,black,hori,3,blueblackhori.png,blueblackhori3.png,trial,0,blueblackhori.png
9,red,black,vert,2,redblackvert.png,redblackvert2.png,trial,0,redblackvert.png
10,blue,black,vert,1,blueblackvert.png,blueblackvert1.png,trial,0,blueblackvert.png
11,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,0,redblackvert.png
12,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,0,blueblackhori.png
13,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,0,redblackhori.png
14,blue,black,hori,3,blueblackhori.png,blueblackhori3.png,trial,0,blueblackhori.png
15,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,0,blueblackhori.png
16,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,0,blueblackvert.png
17,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,0,blueblackvert.png
18,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,0,blueblackhori.png
19,blue,black,hori,8,blueblackhori.png,blueblackhori8.png,trial,0,blueblackhori.png
20,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,0,blueblackvert.png
21,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,0,redblackvert.png
22,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,0,redblackvert.png
23,red,black,hori,6,redblackhori.png,redblackhori6.png,trial,0,redblackhori.png
24,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,0,blueblackhori.png
25,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,0,blueblackvert.png
26,red,black,vert,4,redblackvert.png,redblackvert4.png,trial,0,redblackvert.png
27,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,0,redblackhori.png
28,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,0,blueblackvert.png
29,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,0,blueblackhori.png
30,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,0,redblackhori.png
31,red,black,hori,8,redblackhori.png,redblackhori8.png,trial,0,redblackhori.png
32,blue,black,hori,3,blueblackhori.png,blueblackhori3.png,trial,0,blueblackhori.png
33,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,0,redblackhori.png
34,blue,black,hori,8,blueblackhori.png,blueblackhori8.png,trial,0,blueblackhori.png
35,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,0,redblackhori.png
36,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,0,blueblackhori.png
37,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,0,blueblackvert.png
38,red,black,vert,4,redblackvert.png,redblackvert4.png,trial,0,redblackvert.png
39,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,0,blueblackhori.png
40,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,0,redblackhori.png
41,red,black,hori,9,redblackhori.png,redblackhori9.png,trial,0,redblackhori.png
42,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,0,redblackvert.png
43,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,0,redblackhori.png
44,red,black,vert,9,redblackvert.png,redblackvert9.png,trial,0,redblackvert.png
45,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,0,redblackhori.png
46,red,black,hori,6,redblackhori.png,redblackhori6.png,trial,0,redblackhori.png
47,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,0,blueblackvert.png
48,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,0,blueblackvert.png
49,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,0,redblackvert.png
50,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,0,blueblackvert.png
51,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,0,blueblackhori.png
52,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,0,blueblackvert.png
53,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,0,redblackvert.png
54,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,0,blueblackhori.png
55,red,black,hori,8,redblackhori.png,redblackhori8.png,trial,0,redblackhori.png
56,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,0,redblackhori.png
57,blue,black,hori,1,blueblackhori.png,blueblackhori1.png,trial,0,blueblackhori.png
58,red,black,hori,6,redblackhori.png,redblackhori6.png,trial,0,redblackhori.png
59,red,black,vert,4,redblackvert.png,redblackvert4.png,trial,0,redblackvert.png
60,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,0,redblackvert.png
61,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,0,blueblackvert.png
62,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,0,blueblackhori.png
63,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,0,blueblackhori.png
64,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,0,redblackvert.png
65,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,0,blueblackvert.png
66,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,0,redblackvert.png
67,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,0,redblackvert.png
68,red,black,hori,9,redblackhori.png,redblackhori9.png,trial,0,redblackhori.png
69,red,black,hori,1,redblackhori.png,redblackhori1.png,trial,0,redblackhori.png
70,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,0,blueblackvert.png
71,blue,black,hori,1,blueblackhori.png,blueblackhori1.png,trial,0,blueblackhori.png
72,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,0,redblackvert.png
73,red,black,vert,9,redblackvert.png,redblackvert9.png,trial,0,redblackvert.png
74,red,black,hori,1,redblackhori.png,redblackhori1.png,trial,0,redblackhori.png
75,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,0,blueblackvert.png
76,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,0,redblackvert.png
77,blue,black,hori,1,blueblackhori.png,blueblackhori1.png,trial,0,blueblackhori.png
78,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,0,blueblackvert.png
79,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,0,blueblackhori.png
80,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,0,redblackvert.png
81,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,0,redblackhori.png
82,red,black,vert,2,redblackvert.png,redblackvert2.png,trial,0,redblackvert.png
83,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,0,redblackvert.png
84,red,black,hori,9,redblackhori.png,redblackhori9.png,trial,0,redblackhori.png
85,red,black,vert,2,redblackvert.png,redblackvert2.png,trial,0,redblackvert.png
86,blue,black,vert,1,blueblackvert.png,blueblackvert1.png,trial,0,blueblackvert.png
87,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,0,blueblackvert.png
88,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,0,blueblackhori.png
89,red,black,hori,8,redblackhori.png,redblackhori8.png,trial,0,redblackhori.png
90,red,black,vert,9,redblackvert.png,redblackvert9.png,trial,0,redblackvert.png
91,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,0,blueblackvert.png
92,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,0,blueblackvert.png
93,red,black,hori,1,redblackhori.png,redblackhori1.png,trial,0,redblackhori.png
94,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,0,blueblackhori.png
95,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,0,blueblackvert.png
96,,,,,,,break,,
0,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,300,blackblackvert.png
1,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,300,blackblackhori.png
2,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,300,blackblackhori.png
3,red,black,hori,9,redblackhori.png,redblackhori9.png,trial,300,blackblackhori.png
4,red,black,hori,6,redblackhori.png,redblackhori6.png,trial,300,blackblackhori.png
5,blue,black,vert,1,blueblackvert.png,blueblackvert1.png,trial,300,blackblackvert.png
6,blue,black,hori,3,blueblackhori.png,blueblackhori3.png,trial,300,blackblackhori.png
7,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,300,blackblackvert.png
8,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,300,blackblackhori.png
9,red,black,hori,8,redblackhori.png,redblackhori8.png,trial,300,blackblackhori.png
10,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,300,blackblackvert.png
11,red,black,hori,8,redblackhori.png,redblackhori8.png,trial,300,blackblackhori.png
12,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,300,blackblackhori.png
13,blue,black,hori,8,blueblackhori.png,blueblackhori8.png,trial,300,blackblackhori.png
14,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,300,blackblackhori.png
15,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,300,blackblackhori.png
16,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,300,blackblackvert.png
17,red,black,vert,2,redblackvert.png,redblackvert2.png,trial,300,blackblackvert.png
18,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,300,blackblackvert.png
19,blue,black,hori,8,blueblackhori.png,blueblackhori8.png,trial,300,blackblackhori.png
20,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,300,blackblackhori.png
21,red,black,vert,4,redblackvert.png,redblackvert4.png,trial,300,blackblackvert.png
22,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,300,blackblackvert.png
23,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,300,blackblackvert.png
24,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,300,blackblackvert.png
25,blue,black,vert,1,blueblackvert.png,blueblackvert1.png,trial,300,blackblackvert.png
26,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,300,blackblackvert.png
27,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,300,blackblackvert.png
28,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,300,blackblackvert.png
29,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,300,blackblackvert.png
30,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,300,blackblackvert.png
31,red,black,hori,9,redblackhori.png,redblackhori9.png,trial,300,blackblackhori.png
32,red,black,vert,4,redblackvert.png,redblackvert4.png,trial,300,blackblackvert.png
33,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,300,blackblackhori.png
34,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,300,blackblackvert.png
35,red,black,hori,1,redblackhori.png,redblackhori1.png,trial,300,blackblackhori.png
36,red,black,vert,9,redblackvert.png,redblackvert9.png,trial,300,blackblackvert.png
37,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,300,blackblackvert.png
38,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,300,blackblackvert.png
39,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,300,blackblackvert.png
40,red,black,hori,8,redblackhori.png,redblackhori8.png,trial,300,blackblackhori.png
41,blue,black,hori,3,blueblackhori.png,blueblackhori3.png,trial,300,blackblackhori.png
42,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,300,blackblackhori.png
43,blue,black,hori,1,blueblackhori.png,blueblackhori1.png,trial,300,blackblackhori.png
44,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,300,blackblackvert.png
45,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,300,blackblackhori.png
46,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,300,blackblackvert.png
47,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,300,blackblackvert.png
48,blue,black,hori,3,blueblackhori.png,blueblackhori3.png,trial,300,blackblackhori.png
49,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,300,blackblackhori.png
50,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,300,blackblackvert.png
51,blue,black,hori,1,blueblackhori.png,blueblackhori1.png,trial,300,blackblackhori.png
52,red,black,vert,9,redblackvert.png,redblackvert9.png,trial,300,blackblackvert.png
53,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,300,blackblackvert.png
54,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,300,blackblackvert.png
55,blue,black,hori,1,blueblackhori.png,blueblackhori1.png,trial,300,blackblackhori.png
56,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,300,blackblackvert.png
57,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,300,blackblackhori.png
58,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,300,blackblackvert.png
59,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,300,blackblackhori.png
60,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,300,blackblackhori.png
61,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,300,blackblackhori.png
62,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,300,blackblackhori.png
63,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,300,blackblackvert.png
